epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.6513750043231994,0.319420874863863,0.018690411862917245,0.326747515425086,0.684863523129494,0.26484518851299144,0.015263641234625954,0.2708285367370539
